SR,Township,Town,Ward,Ward_MMR,,,
Yangon,Sanchaung,Sanchaung,Wai Lu Wun (South) Ward,ဝေဠုဝန် (တောင်) ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Chaung Waing Lay Ward,ချောင်းဝိုင်းလေးရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Kha Naung To (East) Ward,ခနောင်တို (အရှေ့) ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Kha Naung To (West) Ward,ခနောင်တို (အနောက်) ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,No (5/6/7) Ward,အမှတ် (၅/၆/၇) ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Pan Pin Chaung Ward,ပန်းပင်ချောင်ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Seik Gyi (East) Ward,ဆိပ်ကြီး (အရှေ့) ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Seik Gyi (West) Ward,ဆိပ်ကြီး (အနောက်) ရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,Tha Khin Ba Thaung Ward,သခင်ဘသောင်းရပ်ကွက်,,,
Yangon,Seikgyikanaungto,Seikgyikanaungto,U Htun Oh Ward,ဦးထွန်းအိုရပ်ကွက်,,,
Yangon,Seikkan,Seikkan,Maw Tin Yar Yi Zay Ward,မော်တင်ယာယီဈေးရပ်ကွက်,,,
Yangon,Seikkan,Seikkan,Seik Kan Mi Thar Su Yeik Thar Ward,ဆိပ်ကမ်းမိသားစုရိပ်သာရပ်ကွက်,,,
Yangon,Seikkan,Seikkan,Ye Yeik Thar Ward,ရဲရိပ်သာရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (17) Ward,အမှတ် (၁၇) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (18) Ward,အမှတ် (၁၈) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (19) Ward,အမှတ် (၁၉) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (20) Ward,အမှတ် (၂၀) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (21) Ward,အမှတ် (၂၁) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (22) Ward,အမှတ် (၂၂) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (23) Ward,အမှတ် (၂၃) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,Shwepyithar,Shwepyithar Town,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,South Okkalapa,South Okkalapa,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Yangon,Taikkyi,Ahpyauk Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Taikkyi,Ahpyauk Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Yangon,Taikkyi,Ahpyauk Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Taikkyi,Ahpyauk Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Ah Naw Ra Htar Ward,အနော်ရထာရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Ba Yint Naung Ward,ဘုရင့်နောင်ရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Ban Du La Ward,ဗန္ဓုလရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Bo Gyoke Aung San Ward,ဗိုလ်ချုပ်အောင်ဆန်းရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Kyan Sit Thar Ward,ကျန်စစ်သားရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Min Ye Kyaw Swar Ward,မင်းရဲကျော်စွာရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,Sin Hpyu Shin Ward,ဆင်ဖြူရှင်ရပ်ကွက်,,,
Yangon,Taikkyi,Okekan Town,U Aung Zay Ya Ward,ဦးအောင်ဇေယျရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Baw Di Kone Ward,ဗောဓိကုန်းရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Bu Tar Ward,ဘူတာရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Inn Ku Lar Ward,အင်းကုလားရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Min Ga Lar Ward,မင်္ဂလာရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Oe Tan Ward,အိုးတန်းရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Oke Pon Su Ward,အုပ်ပုံစုရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Shan Su Ward,ရှမ်းစုရပ်ကွက်,,,
Yangon,Taikkyi,Taikkyi Town,Zay Ward,ဈေးရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Ah Yoe Kone Ward,အရိုးကုန်းရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Bo Lein Aung Min Ga Lar Ward,ဘိုလိန်းအောင်မင်္ဂလာရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Byaing Yae Oe Sin Kwet Thit Ward,ဗျိုင်းရေအိုးစင်ကွက်သစ်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Byaing Yae Oe Sin Ywar Ma Ward,ဗျိုင်းရေအိုးစင်ရွာမရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Kyar Kwet Thit Ward,ကျားကွက်သစ်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Kyauk Myaung (East) Ward,ကျောက်မြောင်း (အရှေ့) ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Kyauk Myaung Ah Htet Ward,ကျောက်မြောင်းအထက်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Kyauk Myaung Gyi Ward,ကျောက်မြောင်းကြီးရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Ma Au Kone Ward,မအူကုန်းရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Ma Hlwa Kone Htay Kywe (Ka Gyi) Ward,မလွှကုန်းဌေးကြွယ် (က) ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Man Aung Ward,မာန်အောင်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Myit Tar Nyunt Ward,မေတ္တာညွန့်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Nat Chaung Ward,နတ်ချောင်းရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Nat Mauk Ward,နတ်မောက်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Pa Thein Nyunt Ward,ပုသိမ်ညွန့်ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Pon Nar Kone Ward,ပုဏ္ဏားကုန်းရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Pyar Yay Kone Ward,ပျားရည်ကုန်းရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Tar Mway Gyi (Ka Gyi + Ga Nge) Ward,တာမွေကြီး (က+ဂ) ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Tar Mway Gyi (Kha Gway) Ward,တာမွေကြီး (ခ) ရပ်ကွက်,,,
Yangon,Tamwe,Tamwe,Tar Mway Lay Ward,တာမွေလေးရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (1) Ah Naw Mar Ward,အမှတ် (၁) အနော်မာရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (1) Htu Par Yon Ward,အမှတ် (၁) ထူပါရုံရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (10) Ward (North),အမှတ် (၁၀) ရပ်ကွက် (မြောက်),,,
Yangon,Thaketa,Thaketa,No (10) Ward (South),အမှတ် (၁၀) ရပ်ကွက် (တောင်),,,
Yangon,Thaketa,Thaketa,No (2) Ward (North),အမှတ် (၂) ရပ်ကွက် (မြောက်),,,
Yangon,Thaketa,Thaketa,No (2) Ward (South),အမှတ် (၂) ရပ်ကွက် (တောင်),,,
Yangon,Thaketa,Thaketa,No (3) Man Pyay Ward,အမှတ် (၃) မာန်ပြေရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (3) Yan Pyay Ward,အမှတ် (၃) ရန်ပြေရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (4) Ward (North),အမှတ် (၄) ရပ်ကွက် (မြောက်),,,
Yangon,Thaketa,Thaketa,No (4) Ward (South),အမှတ် (၄) ရပ်ကွက် (တောင်),,,
Yangon,Thaketa,Thaketa,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (6) Ward (East),အမှတ် (၆) ရပ်ကွက် (အရှေ့),,,
Yangon,Thaketa,Thaketa,No (6) Ward (West),အမှတ် (၆) ရပ်ကွက် (အနောက်),,,
Yangon,Thaketa,Thaketa,No (7) Ward (East),အမှတ် (၇) ရပ်ကွက် (အရှေ့),,,
Yangon,Thaketa,Thaketa,No (7) Ward (West),အမှတ် (၇) ရပ်ကွက် (အနောက်),,,
Yangon,Thaketa,Thaketa,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,Set Hmu Let Hmu Ward,စက်မှုလက်မှုရပ်ကွက်,,,
Yangon,Thaketa,Thaketa,Shu Khin Thar Ward,ရှုခင်းသာရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Ah Hmu Htan Ward,အမှုထမ်းရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Bago Su Ward,ပဲခူးစုရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Dahr Gar Ward,ဒါရ်ဂါရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Htan Pin Kone Ward,ထန်းပင်ကုန်းရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Haung (East) Ward,မြို့ဟောင်းအရှေ့ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Haung (Middle) Ward,မြို့ဟောင်းအလယ်ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Haung (West) Ward,မြို့ဟောင်းအနောက်ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Ma (North) Ward,မြို့မမြောက်ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Ma (South) Ward,မြို့မတောင်ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Thit (East) Ward,မြို့သစ်အရှေ့ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Thit (Middle) Ward,မြို့သစ်အလယ်ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Myo Thit (West) Ward,မြို့သစ်အနောက်ရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Oke Hpo Su Ward,အုပ်ဖိုစုရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Thauk Taw Kwin Ward,သောက်တော်ကွင်းရပ်ကွက်,,,
Yangon,Thanlyin,Thanlyin Town,Yae Nan Ward,ရေနံရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,(Ga Gyi) Ward,ဃ-ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,(Ga Nge) Ward,ဂ-ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,(Ka Gyi) Ward,က-ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,(Kha Gway) Ward,ခ-ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,(Sa Lein/Ka Gyi) Ward,ဆ/က ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,(Sa Lein/Kha Gway) Ward,ဆ/ခ ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Aung Su Pan Ward,အောင်ဆုပန်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,B.T.F Ward,ဘီတီအက်ဖ်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Ba Wa Myint Ward,ဘဝမြင့်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Ban Yeik Thar Ward,ဘဏ်ရိပ်သာရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Bo Kan Nyunt Ward,ဗိုလ်ကံညွန့်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Kyaik Ka San (West) Ward,ကျိုက္ကဆံ (အနောက်) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Kyi Pwar Yay Ward,ကြီးပွားရေးရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Lay Daunt Kan Ward,လေးဒေါင့်ကန်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Mi Chaung Kan No (1) Ward,မိချောင်းကန်အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Mi Chaung Kan No (2) Ward,မိချောင်းကန်အမှတ် (၂) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Mi Chaung Kan No (3) Ward,မိချောင်းကန်အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Na Nwin Kone Ward,နနွင်းကုန်းရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Nga Moe Yeik Ward,ငမိုးရိပ်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Nga/Ka Gyi Ward,င/က ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Nga/Kha Gway Ward,င/ခ ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,No (16/1) Ward,အမှတ် (၁၆/၁) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,No (16/2) Ward,အမှတ် (၁၆/၂) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,No (16/3) Ward,အမှတ် (၁၆/၃) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,No (16/4) Ward,အမှတ် (၁၆/၄) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,San Pya Ward,စံပြရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Sei Thein Ward,ဆယ်သိန်းရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Su Paung Ein Yar Ward,စုပေါင်းအိမ်ယာရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Thu Min Ga Lar Ward,သုမင်္ဂလာရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Thu Wa Na - (24) Ward,သုဝဏ္ဏ - (၂၄) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Thu Wa Na - (25) Ward,သုဝဏ္ဏ - (၂၅) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Thu Wa Na - (29) Ward,သုဝဏ္ဏ - (၂၉) ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Thut Waing Gyi Ward,သွပ်ဝိုင်းကြီးရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,U San Hpe Ward,ဦးစံဖေရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Yan Aung Ward,ရန်အောင်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Yangon Thit Ward,ရန်ကုန်သစ်ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Za Gwe Ward (North),ဇ/ မြောက် ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Za Gwe Ward (South),ဇ/ တောင် ရပ်ကွက်,,,
Yangon,Thingangyun,Thingangyun,Za Wa Na Ward,ဇဝနရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,Thongwa,Thongwa Town,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Kun Chan Ward,ကွမ်းခြံရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Kyun Taw Ward,ကျွန်းတောရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Min Paing Ward,မင်းပိုင်းရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Oe Bo (East) Ward,အိုးဘို (အရှေ့) ရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Oe Bo (West) Ward,အိုးဘို (အနောက်) ရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Ohn Pin Su Ward,အုံးပင်စုရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Shwe San Taw Ward,ရွှေဆံတော်ရပ်ကွက်,,,
Yangon,Twantay,Twantay Town,Zay Thit Ward,ဈေးသစ်ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,Yankin,Yankin,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
